_id|timestamp|sessionid|node|log|env_timestamp|type|direction|packet_id|unique_id
64608ddffe11522f1d30a142|645777|2023-05-14 07:29:32.176|1|RecvData 004003|2023-05-14 07:40:17.953|packet|recv|004003|64004003
64608ddffe11522f1d30a143|646015|2023-05-14 07:29:32.176|7|SendData 007001|2023-05-14 07:40:18.191|packet|send|007001|64007001
64608ddffe11522f1d30a144|646112|2023-05-14 07:29:32.176|2|RecvData 007001|2023-05-14 07:40:18.288|packet|recv|007001|64007001
64608ddffe11522f1d30a145|646318|2023-05-14 07:29:32.176|5|SendData 005003|2023-05-14 07:40:18.494|packet|send|005003|64005003
64608ddffe11522f1d30a146|646472|2023-05-14 07:29:32.176|2|RecvData 005003|2023-05-14 07:40:18.648|packet|recv|005003|64005003
64608ddffe11522f1d30a147|646502|2023-05-14 07:29:32.176|6|SendData 006002|2023-05-14 07:40:18.678|packet|send|006002|64006002
64608ddffe11522f1d30a148|646562|2023-05-14 07:29:32.176|2|RecvData 006002|2023-05-14 07:40:18.738|packet|recv|006002|64006002
64608ddffe11522f1d30a149|646815|2023-05-14 07:29:32.176|3|SendData 003005|2023-05-14 07:40:18.991|packet|send|003005|64003005
64608ddffe11522f1d30a14a|646988|2023-05-14 07:29:32.176|8|SendData 008000|2023-05-14 07:40:19.164|packet|send|008000|64008000
64608ddffe11522f1d30a14b|647098|2023-05-14 07:29:32.176|1|RecvData 003005|2023-05-14 07:40:19.274|packet|recv|003005|64003005
64608ddffe11522f1d30a14c|647128|2023-05-14 07:29:32.176|1|RecvData 008000|2023-05-14 07:40:19.304|packet|recv|008000|64008000
64608ddffe11522f1d30a14d|649726|2023-05-14 07:29:32.176|9|SendData 009000|2023-05-14 07:40:21.902|packet|send|009000|64009000
64608ddffe11522f1d30a14e|649756|2023-05-14 07:29:32.176|4|SendData 004004|2023-05-14 07:40:21.932|packet|send|004004|64004004
64608ddffe11522f1d30a14f|649910|2023-05-14 07:29:32.176|2|RecvData 009000|2023-05-14 07:40:22.086|packet|recv|009000|64009000
64608ddffe11522f1d30a150|650011|2023-05-14 07:29:32.176|1|RecvData 004004|2023-05-14 07:40:22.187|packet|recv|004004|65004004
64608ddffe11522f1d30a151|650021|2023-05-14 07:29:32.176|7|SendData 007002|2023-05-14 07:40:22.197|packet|send|007002|65007002
64608ddffe11522f1d30a152|650319|2023-05-14 07:29:32.176|5|SendData 005004|2023-05-14 07:40:22.495|packet|send|005004|65005004
64608ddffe11522f1d30a153|650346|2023-05-14 07:29:32.176|2|RecvData 007002|2023-05-14 07:40:22.522|packet|recv|007002|65007002
64608ddffe11522f1d30a154|650390|2023-05-14 07:29:32.176|2|RecvData 005004|2023-05-14 07:40:22.566|packet|recv|005004|65005004
